IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP5;IP_PROP9;IP_PROP8;IP_PROP7;IP_PROP6;IC_GROUP0;IC_GROUP1;IC_GROUP2;IC_GROUP3
16;Mystery MAR-979UC Автомобильный mp3/wma ресивер;16;Y;02.06.2020 17:31:33;;/upload/iblock/6da/6da21f854733702b47941bb055b9099f.jpg;Mystery MAR-979UC Автомобильный mp3/wma ресивер магнитолище с большущщей буквы М;text;/upload/iblock/b72/b72406b203720261873361a63eb45e89.jpg;"- Изменяемая многоцветная
подсветка элементов управления
- Съемная передняя панель
- USB порт на передней панели
- Воспроизведение записей с SD/MMC карт
- AM / FM / УКВ радиоприемник
- Запоминание 30 станций (12 FM, 12 AM, 6 УКВ)
- Совместимость с форматом MP3
- Цифровой энкодер для регулировки громкости
- Повтор/Случайно
- Приглушение звука/тонкомпенсация
- Встроенный эквалайзер (Классика / Рок / Поп)
- Полнофункциональный карточный пульт ДУ
- 2 -канальный линейный выход RCA
- Выходная мощность 4 х 50 Вт
- Аудио вход на передней панели
- Разъем ISO типа";text;mystery-mar-979uc-avtomobilnyy-mp3-wma-resiver;500;;;/upload/iblock/cf4/cf4e53482b3c31991db002d0155d402b.png;;Mystery;;Автозвук;Магнитолы;;
16;Mystery MAR-979UC Автомобильный mp3/wma ресивер;16;Y;02.06.2020 17:31:33;;/upload/iblock/6da/6da21f854733702b47941bb055b9099f.jpg;Mystery MAR-979UC Автомобильный mp3/wma ресивер магнитолище с большущщей буквы М;text;/upload/iblock/b72/b72406b203720261873361a63eb45e89.jpg;"- Изменяемая многоцветная
подсветка элементов управления
- Съемная передняя панель
- USB порт на передней панели
- Воспроизведение записей с SD/MMC карт
- AM / FM / УКВ радиоприемник
- Запоминание 30 станций (12 FM, 12 AM, 6 УКВ)
- Совместимость с форматом MP3
- Цифровой энкодер для регулировки громкости
- Повтор/Случайно
- Приглушение звука/тонкомпенсация
- Встроенный эквалайзер (Классика / Рок / Поп)
- Полнофункциональный карточный пульт ДУ
- 2 -канальный линейный выход RCA
- Выходная мощность 4 х 50 Вт
- Аудио вход на передней панели
- Разъем ISO типа";text;mystery-mar-979uc-avtomobilnyy-mp3-wma-resiver;500;;;/upload/iblock/996/996449eac917b81790a5a61aecd46596.png;;Mystery;;Автозвук;Магнитолы;;
17;Kenwood KDC-130UB Автопроигрыватель cd/mp3 kenwood kdc-130ub;17;Y;02.06.2020 17:34:41;;/upload/iblock/563/563a9b66958af80dc4a6799d9e5295c1.jpg;"Kenwood KDC-130UBАвтопроигрыватель cd/mp3 kenwood kdc-130ub это крутооаа!
";text;/upload/iblock/096/096523c4220015cdd5ab4f1a2da08670.jpg;Без слов...;text;kenwood-kdc-130ub-avtoproigryvatel-cd-mp3-kenwood-kdc-130ub;500;;;;;Kenwood;;Автозвук;Магнитолы;;
14;Pioneer TS-R1350S Автоакустика компонентная;14;Y;02.06.2020 17:24:57;;/upload/iblock/685/6850ac8fee92aaa748070b0e5dc947a8.jpg;"Модельный ряд автомобильной акустики TS-R серии, рассчитанной прежде всего на молодых людей, отличается агрессивным, спортивным дизайном, прочной конструкцией и напористым звучанием.
Драйвер со сверхлегким диффузором из многослойного композитного материала с применением слюды (Multilayer Mica Matrix Cone), обладающим жесткостью и высокой скоростью движения, обеспечивает качество и реалистичность воспроизведения. Данная трехполосная акустика на 30% легче полипропиленовых аналогов, но несмотря на малую массу, диффузор обладает более солидной отдачей по мид-басу. Тканевый подвес с резиновым покрытием способствует повышению чувствительности, а звуковая катушка с алюминиевым сердечником обеспечивает высокую мощность и хорошую теплоотдачу.";text;/upload/iblock/3e4/3e40f60d06d9121ea90feedd82a57ac6.jpg;"• Размер НЧ динамика (см): 13 см;
• Размер твитера (мм): 15,0 мм;
• Размер СЧ динамика (мм): 42,0 мм;
• Материал, из которого изготовлен ВЧ-динамик: Пьезоэлектрический;
• Материал диффузоры: Мультиплеер с Mica Matrix;
• Тип обмотки звуковой катушки: Медь;
Размеры: 129 x 46 мм;
• Вес: 0,68 кг";text;pioneer-ts-r1350s-avtoakustika-komponentnaya;500;;;;;;;Автозвук;Акустика;;
15;Pioneer TS-G170C Акустика;15;Y;02.06.2020 17:28:07;;/upload/iblock/d29/d29e2bc5d487100f82ca6d36ef988fd5.jpg;"Обратите внимание на обновленную G-серию
Линейка акустических систем улучшенной G-серии разработана для сбалансированного звучания, с прекрасным соотношением цены и качества. В их прочной конструкции предусмотрено несколько крепежных отверстий, что облегчает установку любой акустической системы G-серии в автомобиль. Благодаря возможности работы с большей мощностью и высокой чувствительности , эта акустическая система может воспроизводить глубокие, эффектные басы и естественный звук на высоких частотах – даже на высоком уровне громкости.
TS-G170С c номинальной мощностью 45 Ватт и максимальной выходной мощностью 300 Ватт - это практичное и доступное решение, чтобы сделать звук в вашем автомобиле еще лучше.
IMPPTMIMPP диффузор позволяет передавать музыку великолепного качества без каких-либо искажений";text;/upload/iblock/f60/f60208d30bf238a40d320058d0faa061.jpg;"Размер 17 см
Вес 0.62 кг
Сопротивление 4 ом
Диаметр установочного отверстия 144 мм
Частотные характеристики 36 - 26,000
Монтажная глубина 50 мм
Чувствительность 91 дБ
Минимальные частотные характеристики (Гц) 72 Гц
2-полосная компонентная
Maximum power 300 Вт
Номинальная входная мощность 45 Вт
Материал НЧ динамика Бесшовный конус из композитного IMPP материала
Размер твитера (мм) 30 мм
Материал ВЧ динамика PEI
Тип звуковой катушки Медный
Тип каркаса звуковой катушки KAPTON
Магниты НЧ динамик: Y35
ВЧ динамик: Неодимовый";text;pioneer-ts-g170c-akustika;500;;;;;;;Автозвук;Акустика;;
97;Галогенные лампы Optima Xtreme HB4 +130% light 4200K;97;Y;29.06.2020 14:58:35;;/upload/iblock/b0e/b0eba98435b2322b4a8b4c7283a804a0.jpg;Галогенные лампы Optima Xtreme Hb4 +130% light 4200K - При вождении ночью требуется максимальная освещенность дороги. Чем ярче освещение, тем быстрее вы сможете реагировать на изменение ситуации. Xtreme – наиболее яркая галогенная лампа компании Optima. Благодаря современным технологиям данная лампа обеспечивает до 100% больше яркости, чем у аналогичных продуктов стандартных ламп. Улучшенная структура нити накала и увеличенное давление смеси газов позволили добиться повышенной светоотдачи. Световой луч от этой лампы на 30% длиннее, а излучаемый свет до 20% белее. Увеличение обзора позволяет реагировать на опасности быстрее. Специальное покрытие защищает фары от вредного ультрафиолетового излучения, что делает кварцевое стекло идеальным вариантом для всех условий вождения и гарантирует его долговечность.;text;/upload/iblock/ee8/ee8e41c8bdcca8ab40b350d0927865b4.jpg;"<p>
	 Особенности:
</p>
<ul>
	<li>Яркость +100%</li>
	<li>Дистанция +30%</li>
	<li>Срок службы +10%
	<p>
	</p>
	<p>
 <span style=""color: #ff0000;"">Цена указана за комплект</span>
	</p>
 </li>
</ul>";html;galogennye-lampy-optima-xtreme-hb4-130-light-4200k;500;;;;;Optima;;Автосвет;Галогеновый свет;;
96;Би-линза DXL Q5 ORIGINAL-D 3.0;96;Y;29.06.2020 14:55:52;;/upload/iblock/552/552cb2b83da25c5d63413919a31575c8.jpg;"Диаметр линзы 3.0 дюйма (76мм)
Размеры: высота 78мм, ширина 104мм, длина 135мм.

Тип используемых ламп: 
D1S/D2S/D4S/D3S
Цена указана за один модуль (1шт)
";text;/upload/iblock/1c6/1c65d7ea498d17ecfa444682ecdb2f49.jpg;;text;bi-linza-dxl-q5-original-d-3-0;500;;;/upload/iblock/c59/c59a15dbed0c59942465767f6e7001fb.jpg;;DIXEL;;Автосвет;Биксеноновые линзы;Биксеноновые линзы;
95;"Светодиодные би-линзы Optima Premium Bi-LED LENS Intellegent Series 3.0""";95;Y;29.06.2020 14:49:02;;/upload/iblock/630/630837bbe7800944bf562cc6cca9c3be.jpg;"Светодиодные би-линзы Optima Premium Bi-LED LENS Intellegent Series 3.0"". Максимальная яркость в режиме ближнего света, превосходный дальний свет, широчайший охват и плотность распределения светового пучка на дороге. Удобной особенностью данных линз является крепежные отверстия аналогичные крепежам штатных линз Hella 3. Комфортный для восприятия белоснежный спектр свечения (5000K). В комплекте проставочные шайбы под штатный цоколь ламп: Н4, Н7, Н11(Н8, Н9), НВ3/НВ4.
Би-линзы не комплектуются блендами (масками) и приобретаются отдельно.

Особенности:

·        Четкая световая граница ближнего света;

·        Совместимость с крепежами Hella 3 и комплектный универсальный кронштейн для установки в рефлекторную фару;

·        Отдельное подключение шторки дальнего света, которое обеспечивает максимальное удобство подключения модулей;

·        Яркий белый свет обеспечивает превосходную видимость в любых погодных условиях;

·        Двойной металлический отражатель для отличного баланса освещения как при ближнем так и при дальнем свете;

Расширенная гарантия на оригинальный модуль - 3 лет!

Цена указана за одну штуку.";text;/upload/iblock/ce8/ce81ff28c423921f06877e05fcd2f4b8.jpg;"ТОРГОВАЯ МАРКА Optima Automotive<br>
 НАПРЯЖЕНИЕ 12V/24V<br>
 МОЩНОСТЬ Ближний свет - 37W Дальний свет - 40W<br>
 ТИП МОДУЛЯ Универсальный<br>
 ЦВЕТ Белый<br>
 ДИАМЕТР Линзы - 3,0 дюйма Бленда - 3,0 дюйма<br>
 ЦЕНА УКАЗАНА ЗА 1 штуку<br>
 СТРАНА ИЗГОТОВЛЕНИЯ Китай<br>
 ГАРАНТИЯ 3 года<br>
 NANOLED<br>
МОЩНОСТЬ	2,8А";html;svetodiodnye-bi-linzy-optima-premium-bi-led-lens-intellegent-series-3-0;500;;;/upload/iblock/e7e/e7eb570d53a0305ffae049024a3b12f0.jpg;;Optima Automotive;;Автосвет;Bi-led линзы светодиодные;;
95;"Светодиодные би-линзы Optima Premium Bi-LED LENS Intellegent Series 3.0""";95;Y;29.06.2020 14:49:02;;/upload/iblock/630/630837bbe7800944bf562cc6cca9c3be.jpg;"Светодиодные би-линзы Optima Premium Bi-LED LENS Intellegent Series 3.0"". Максимальная яркость в режиме ближнего света, превосходный дальний свет, широчайший охват и плотность распределения светового пучка на дороге. Удобной особенностью данных линз является крепежные отверстия аналогичные крепежам штатных линз Hella 3. Комфортный для восприятия белоснежный спектр свечения (5000K). В комплекте проставочные шайбы под штатный цоколь ламп: Н4, Н7, Н11(Н8, Н9), НВ3/НВ4.
Би-линзы не комплектуются блендами (масками) и приобретаются отдельно.

Особенности:

·        Четкая световая граница ближнего света;

·        Совместимость с крепежами Hella 3 и комплектный универсальный кронштейн для установки в рефлекторную фару;

·        Отдельное подключение шторки дальнего света, которое обеспечивает максимальное удобство подключения модулей;

·        Яркий белый свет обеспечивает превосходную видимость в любых погодных условиях;

·        Двойной металлический отражатель для отличного баланса освещения как при ближнем так и при дальнем свете;

Расширенная гарантия на оригинальный модуль - 3 лет!

Цена указана за одну штуку.";text;/upload/iblock/ce8/ce81ff28c423921f06877e05fcd2f4b8.jpg;"ТОРГОВАЯ МАРКА Optima Automotive<br>
 НАПРЯЖЕНИЕ 12V/24V<br>
 МОЩНОСТЬ Ближний свет - 37W Дальний свет - 40W<br>
 ТИП МОДУЛЯ Универсальный<br>
 ЦВЕТ Белый<br>
 ДИАМЕТР Линзы - 3,0 дюйма Бленда - 3,0 дюйма<br>
 ЦЕНА УКАЗАНА ЗА 1 штуку<br>
 СТРАНА ИЗГОТОВЛЕНИЯ Китай<br>
 ГАРАНТИЯ 3 года<br>
 NANOLED<br>
МОЩНОСТЬ	2,8А";html;svetodiodnye-bi-linzy-optima-premium-bi-led-lens-intellegent-series-3-0;500;;;/upload/iblock/0f0/0f0ab97bd3f72ad4ea8779c783d9cc12.jpg;;Optima Automotive;;Автосвет;Bi-led линзы светодиодные;;
95;"Светодиодные би-линзы Optima Premium Bi-LED LENS Intellegent Series 3.0""";95;Y;29.06.2020 14:49:02;;/upload/iblock/630/630837bbe7800944bf562cc6cca9c3be.jpg;"Светодиодные би-линзы Optima Premium Bi-LED LENS Intellegent Series 3.0"". Максимальная яркость в режиме ближнего света, превосходный дальний свет, широчайший охват и плотность распределения светового пучка на дороге. Удобной особенностью данных линз является крепежные отверстия аналогичные крепежам штатных линз Hella 3. Комфортный для восприятия белоснежный спектр свечения (5000K). В комплекте проставочные шайбы под штатный цоколь ламп: Н4, Н7, Н11(Н8, Н9), НВ3/НВ4.
Би-линзы не комплектуются блендами (масками) и приобретаются отдельно.

Особенности:

·        Четкая световая граница ближнего света;

·        Совместимость с крепежами Hella 3 и комплектный универсальный кронштейн для установки в рефлекторную фару;

·        Отдельное подключение шторки дальнего света, которое обеспечивает максимальное удобство подключения модулей;

·        Яркий белый свет обеспечивает превосходную видимость в любых погодных условиях;

·        Двойной металлический отражатель для отличного баланса освещения как при ближнем так и при дальнем свете;

Расширенная гарантия на оригинальный модуль - 3 лет!

Цена указана за одну штуку.";text;/upload/iblock/ce8/ce81ff28c423921f06877e05fcd2f4b8.jpg;"ТОРГОВАЯ МАРКА Optima Automotive<br>
 НАПРЯЖЕНИЕ 12V/24V<br>
 МОЩНОСТЬ Ближний свет - 37W Дальний свет - 40W<br>
 ТИП МОДУЛЯ Универсальный<br>
 ЦВЕТ Белый<br>
 ДИАМЕТР Линзы - 3,0 дюйма Бленда - 3,0 дюйма<br>
 ЦЕНА УКАЗАНА ЗА 1 штуку<br>
 СТРАНА ИЗГОТОВЛЕНИЯ Китай<br>
 ГАРАНТИЯ 3 года<br>
 NANOLED<br>
МОЩНОСТЬ	2,8А";html;svetodiodnye-bi-linzy-optima-premium-bi-led-lens-intellegent-series-3-0;500;;;/upload/iblock/215/215cc5a888b8fccb47ead856c3341a05.jpg;;Optima Automotive;;Автосвет;Bi-led линзы светодиодные;;
11;Видеокамера заднего обзора Sho-Me CA-9030D;11;Y;02.06.2020 17:07:24;;/upload/iblock/6f1/6f1adce938916ca19f8ad77bfaad2752.jpg;ho-Me CA-9030D - это миниатюрная камера заднего вида, которая может быть установлена на любую модель автомобиля. Камера имеет накладной способ установки и выполнена в компактном корпусе из прочного пластика. Стоит обратить отдельное внимание на то, что камера подходит для мониторов с системой NTSC и PAL. На проводе питания есть специальная петелька, перерезав которую можно поменять систему цветности с NTSC на PAL. Камера обладает достаточно высокой светочувствительностью - 0.2 Люкс, работает в широком диапазоне.;text;/upload/iblock/f69/f69163bc81c6cf1cc95955e4207719b4.jpg;ho-Me CA-9030D - это миниатюрная камера заднего вида, которая может быть установлена на любую модель автомобиля. Камера имеет накладной способ установки и выполнена в компактном корпусе из прочного пластика.<br>;text;videokamera-zadnego-obzora-sho-me-ca-9030d;500;;;;;Sho-Me;Черный;Автоэлектроника;Системы парковки;Камеры парковки;Универсальные камеры
93;StarLine M15 ЭКО;93;Y;29.06.2020 14:11:22;;/upload/iblock/199/199ac8667241afca6795d5ee145d25fd.png;Маяк M15 ЭКО знает, где ваш автомобиль. Инновационный автономный поисковый Маяк M15 ЭКО с рекордной энергоэкономичностью помогает найти ваш автомобиль, где бы он ни оказался. Маяк M15ЭКО GPS-ГЛОНАСС вобрал в себя наилучшие свойства и характеристики мировых аналогов в качестве стандарта.;html;/upload/iblock/d20/d202845f8aea89579a7b4ce0e7290f4d.png;"ГИПЕРЧУВСТВИТЕЛЬНОСТЬ<br>
 Уникальная GPS-ГЛОНАСС антенна обеспечивает сверхчувствительность и почти моментальное определение точных координат даже в самых сложных условиях<br>
 <br>
 РЕКОРДНАЯ ЭНЕРГОЭКОНОМИЧНОСТЬ<br>
 Применение инновационных запатентованных решений обеспечивает срок службы батареек до 3 лет<br>
 <br>
 ВОДОСТОЙКОСТЬ<br>
 Благодаря водонепроницаемому корпусу и специальной мембране микрофона, маяк можно спрятать в самом неожиданном для угонщика месте как внутри, так и снаружи автомобиля, катера, грузовика<br>
 Удобный сервис<br>
 <br>
 ТЕЛЕМАТИКА<br>
 Простота и удобство настройки, автоматическое обновление программного обеспечения благодаря телематическому сервису&nbsp;<a href=""http://www.mayak.mobi/"">www.mayak.mobi</a><br>
 <br>
 ИНТЕЛЛЕКТ<br>
Мощный ARM процессор позволяет реализовать элементы искусственного интеллекта. Автоматическая установка внутреннего времени, параметров подключения к сети Интернет, автоматический контроль баланса и уведомление о необходимости пополнения счета";html;starline-m15-eko;500;;M15 ЭКО;;;StarLine;;Защита от угона;GSM и GPS охрана и мониторинг;GPS маяки;
94;StarLine M17;94;Y;29.06.2020 14:39:33;;/upload/iblock/39e/39e378d29ccf49ccdcc6a5ecca8a0297.png;Маяк M17 знает, где ваш автомобиль. Инновационный автономный охранно-мониторинговый Маяк M17 GPS-ГЛОНАСС вобрал в себя наилучшие свойства и характеристики мировых аналогов в качестве стандарта.;text;/upload/iblock/b6f/b6fa0f3575f85c2680e15ded665a80ea.png;"ГИПЕРЧУВСТВИТЕЛЬНОСТЬ
Уникальная GPS-ГЛОНАСС антенна обеспечивает сверхчувствительность и почти моментальное определение точных координат даже в самых сложных условиях
Удобный сервис

ТЕЛЕМАТИКА
Простота и удобство настройки, автоматическое обновление программного обеспечения благодаря телематическому сервису www.mayak.mobi

ИНТЕЛЛЕКТ
Мощный ARM процессор позволяет реализовать элементы искусственного интеллекта. Автоматическая установка внутреннего времени, параметров подключения к сети Интернет, автоматический контроль баланса и уведомление о необходимости пополнения счета

УНИВЕРСАЛЬНОСТЬ
Удобство интеграции в бортовую сеть легкового автомобиля (+12V) и грузового транспорта (+24V).

БЕСПЛАТНЫЙ МОНИТОРИНГ
- Неограниченное количество транспортных средств
- Предустановленная SIM-карта с бесплатным роумингом и безлимитным интернет-трафиком
- В случае потери сигнала GSM черный ящик сохраняет информацию о маршруте";text;starline-m17;500;; M17;;;StarLine;;Защита от угона;GSM и GPS охрана и мониторинг;GPS маяки;
